AU1,AU2,AU4,AU6,AU7,AU9,AU12,AU15,AU16,AU20,AU23,AU26,Left,Lower,Right,Upper,class
0,0,0,0.39,0,0.84,0.11,0.61,0.32,0.93,0.47,0,0.33,1.88,2.23,0.91,Negative
0,0,0,1.05,0,1.21,0,0,0,0,0,0,1.63,0,1.27,2.91,Negative
0,0,0,0,0.07,0,0.75,0.13,1.4,0.85,0,0,0,1.6,1.67,0.07,Negative
0.07,0,0.07,0.44,0.12,0.11,0,0,0,0,0,0,0.59,0,1.34,1.93,Negative
0,0,0,0.53,0,0.53,1.17,0,1.7,0.78,0,0,1.7,1.95,0.78,0.53,Negative
0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0.25,2.75,Negative
0,0,0,0.15,0,0.15,0.86,0,0.9,0.3,0.3,0,1.01,1.16,0.43,0.88,Negative
0,0,0,0,0,1.43,1.3,0,0.62,0,0,0,0.68,1.3,2.04,1.43,Negative
0,0,0,0.49,0,0.49,1.77,0,1.48,0,0,0,2.51,1.77,0.17,0.91,Negative
0,0,0,0,0,0.47,2.13,0,0,0,0,0,2.85,2.19,0,0.66,Negative
0,0,0,0.18,1.52,0.18,0.23,0,0,0,0,0,2.08,0.23,0.42,2.27,Negative
0,0,0.55,0,0,0,1.51,0,1.51,0,0,0,0.32,1.51,2.06,0.87,Positive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,2.45,Positive
0,0,0,0.1,0.45,0.1,0,0,0,0.18,0,0,1.12,0.18,0.92,1.87,Positive
0,0,0,1.68,0,0,0.32,0,0,0,0,0,1.68,0.32,0.32,1.68,Positive
0,0,0,0.33,0,2.35,0,0,0,0,0,0,0,0,2.35,2.35,Positive
0,0,0,0.66,0,1.35,0,0,0,0,0,0,0.66,0.15,0.83,1.35,Positive
0,0,0,0.3,0,0.89,0,0,0,0,0,0,0.55,0.55,1.56,1.56,Positive
0,0,0.45,0,0.45,0.68,0.25,0,0.45,0.2,0,0,0.16,0.45,1.68,1.39,Positive
0.18,0,0,0.17,0.37,0.17,1.18,0,0.53,0,0,0,0.38,1.18,1.9,1.1,Positive
0,0,0,0,0,1.36,0.78,0,0.78,0,0,0,2.14,0.78,0,1.36,Positive
0,0,0,0.33,0,1.87,0,0,0,0,0,0,1.24,0,0.8,2.04,Positive
0.33,0,0,0.52,0,2.29,0,0,0,0,0,0,0,0,2.62,2.62,Positive
0,0,0,0,0,0.69,0.24,0.62,0.24,0.62,0,0,1.0,1.07,0.67,0.69,Positive
0,0,0,1.25,0.42,1.33,0.17,0,0,0,0,0,2.0,0.17,0.97,2.81,Positive
0,0,0,0,0,0.07,0.32,0,0,0,0,0,0.07,0.32,0.32,0.07,Positive
0.15,0,0.1,0,1.03,0.23,0,0,0,0,0,0,1.05,0.23,1.51,2.32,Positive
0.22,0,0.22,0,0,1.42,0.67,0,0.22,0,0,0,1.87,1.24,0.44,1.63,Positive
0,0,0,0,0.82,0,0.28,0,0.28,0,0,0,1.8,0.28,0.43,1.95,Positive
0,0,0.32,0,0.32,1.4,1.9,0,2.23,0,0,0,1.25,2.23,3.99,3.01,Neutral
0,0,0,0.06,0.18,0.51,2.88,0,3.17,0,0,0,1.05,3.17,3.8,1.75,Neutral
0.92,0,0.25,0,0.6,0.48,1.17,0,0.4,0.08,0,0,1.72,1.25,2.88,3.35,Neutral
0,0,0,0.27,0,5.3,0,0,0,0,0,0,0,0,5.41,5.3,Neutral
0,0,0,0,0.33,0,1.23,0,0.35,0,0,0,1.4,1.23,3.2,3.37,Neutral
1.13,0,0.77,0.29,0.44,1.33,0.76,0,0,0,0,0,0.55,1.87,4.52,4.04,Neutral
0,0,0,0.18,1.25,0.93,1.65,0,1.35,0,0,0,0.98,1.65,3.87,3.39,Neutral
0,0,0,0.23,0,2.31,1.75,0,0,0,0,0,4.52,2.93,0.78,2.37,Neutral
0,0,0,1.51,0,4.41,0.87,0,0,0,0,0,2.95,0.87,2.48,4.56,Neutral
0,0,0,0.48,0,2.98,1.05,0,1.05,0,0,0,2.63,2.72,4.3,4.21,Neutral
0,0,0,0,0,0.58,0.82,0,0.61,0.07,0,0,0,1.29,1.47,0.18,Neutral
0,0,0,0,0,0,0.36,0,0.36,0,0,0,1.17,0.36,1.07,1.88,Neutral
0,0,0,0,0,1.38,3.58,0,0,0,0,0,3.04,3.77,0.25,1.45,Neutral
0,0,0,1.55,0,1.99,0.47,0.83,0,0.83,0.43,0.4,2.47,1.75,2.03,2.61,Negative
0,0,0,0.12,0,0.42,1.95,0.5,1.53,0.7,0,0,1.26,2.73,2.4,1.13,Negative
0,0,0.33,0.22,0.48,0.61,0.42,0.17,2.02,1.82,0.17,0.17,0.97,2.93,3.57,1.61,Negative
0.18,0,0.18,0.91,0,1.48,0.36,0,0.2,0,0,0,3.27,0.73,1.21,3.75,Negative
0,0,0,0.63,0,0,0,0,0,0,0,0,0,1.77,5.63,3.86,Negative
0,0,0,0.46,0,0.31,0.65,0,0.65,0,0,0,0.63,0.65,3.86,3.85,Negative
0.82,0,0.82,1.0,0,0.25,0,0,0,0,0,0,0.52,0,4.06,4.58,Negative
0.32,0,0.38,1.19,0.2,1.19,0.6,0,0.5,0,0,0,0.32,1.15,3.13,2.3,Negative
0,0,0.33,0.96,0.33,0.85,0.62,0,1.27,0.68,0,0,0.83,1.31,3.34,2.86,Negative
0,0,0,1.08,0.25,1.45,1.15,0,2.62,1.81,0,0,1.08,3.32,3.21,1.33,Negative
0.27,0,0.27,0.98,0,4.63,0.27,0,0.27,0,0,0,0.57,0.27,4.59,4.89,Negative
0.13,0,0.13,0.27,0,3.95,0,0,0,0,0,0,0.13,0.47,5.45,5.11,Negative
0,0,0,0.23,0,0.42,0.69,1.14,0,1.14,0.79,0.91,0.46,3.26,3.43,0.85,Negative
0,0,0,1.6,0,3.92,0,0,0,0,0,0,3.34,0.14,3.06,6.25,Negative
0,0,0,0,0,0,0.44,0,0.34,0,0,0,0,0.44,0.44,0,Negative
0.48,0,0.12,0.48,0.37,0.71,0.85,0,0.63,0,0,0,0.97,0.85,2.35,3.06,Negative
0,0,0,1.27,0,0.98,2.81,0,1.21,0,0,0,1.37,2.81,2.81,1.65,Negative
0,0,0,0.27,0.62,1.17,0,0,0,0,0,0,3.79,0.53,0.85,4.11,Negative
0,0,0.33,0.93,0.33,0,1.69,0,0.95,0,0,0,1.45,1.69,2.9,2.66,Negative
0.69,0,0.5,0,0.57,0,1.58,0,0.58,0,0.3,0,1.9,1.58,2.62,2.94,Negative
0,0,0,2.5,0,0.01,0,0,0,0,0,0,1.66,0.01,2.32,3.97,Negative
0,0,0,0,0,4.7,0,0,0,0,0,0,3.45,3.8,1.68,1.32,Negative
0,0,0,0,0.22,0.4,1.17,0,0.27,0.07,0.07,0,0.71,1.57,1.46,0.6,Negative
0.71,0.17,0.17,0,1.44,0.47,0,0,0,0,0,0,1.49,0.47,1.24,2.26,Negative
0,0,0,0,0,0,1.75,0,0.6,0.6,0.6,0,0,1.75,1.92,0.17,Negative
0,0,0,0,0.23,0,0,0,0,0,0,0,0.48,0,1.42,1.9,Negative
0,0,0,0.6,0,0,0,0,0,0,0,0,0,1.89,2.48,0.6,Negative
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,Negative
0.25,0,0.35,0.47,0.6,0.48,0,0,0,0,0,0,0,0.82,2.22,1.4,Negative
0,0,0,0,0,2.31,0,0,0,0,0,0,0,2.31,2.31,0,Negative
0,0,0,0.43,0,0.87,0,0,0,0,0,0,0.79,0.32,1.77,2.25,Negative
0,0,0,0,0,0.27,1.39,0,0,0,0,0,0.23,1.65,2.12,0.7,Negative
0,0,0,0.13,0,0.2,1.03,0,1.03,0,0.82,0,0.67,1.03,1.37,1.0,Negative
0.4,0,0.4,0,0,0,0.97,0,0,0,0,0,0.7,0.97,1.54,1.27,Negative
0.07,0,0.07,1.92,0,0,0,0,0,0,0,0,1.92,0,0.07,1.99,Negative
0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,2.38,2.38,Negative
0.32,0,0,0.54,0,0.63,0,0,0,0,0,0,0.22,0.63,1.74,1.32,Negative
0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0.67,0.37,Negative
0,0,0,0.08,0.44,0.53,0.35,0,0.35,0,0,0,0.08,0.73,1.81,1.16,Negative
0,0.17,0,0.31,0,1.78,0,0,0,0,0,0,0.17,1.52,2.09,0.74,Negative
0,0,0,0.23,0,2.31,0,0,0,0,0,0,0.64,0,1.9,2.54,Negative
0,0,0,0.27,0,2.32,0,0,0,0,0,0,0.12,1.89,2.59,0.82,Negative
0,0,0.48,0,0.48,0.72,0.67,0,0,0,0,0,0.42,0.67,1.59,1.35,Negative
0,0,0.68,0.13,1.37,0.68,0,0,0,0,0,0,1.06,0.68,1.92,2.3,Negative
0,0,0,0,0,0.09,0.87,0,0.57,0,0.3,0,0,0.96,1.25,0.29,Negative
0.96,0,0.26,0,0.97,0,0,0,0,0,0,0,1.54,0,0.86,2.4,Negative
0,0,0,0.3,0,0.1,0.38,0,0.38,0,0,0,0.65,0.92,0.92,0.65,Positive
0.2,0,0,0,0.2,0.2,1.38,0,0,0,0,0,0.33,1.58,1.58,0.33,Positive
0,0,0,0,0,0.77,0.2,0,0,0,0,0,1.33,0.97,0.77,1.13,Positive
0,0,1.03,0,1.03,0,0,0,0,0,0,0,0.2,0,1.3,1.5,Positive
0.3,0,0.3,1.2,0,0.52,0,0,0,0,0,0,0,0.52,2.02,1.5,Positive
0,0,0,0,0,0.77,0.32,0,0,0,0,0,0,1.24,1.24,0,Positive
0,0,0,0,0,1.82,0,0,0,0,0,0,1.82,1.82,0,0,Positive
0,0,0,0,0.12,0,0,0,0,0,0,0,1.67,0,0.12,1.78,Positive
0.17,0.07,0.65,0.64,0.81,0.35,0,0,0,0,0,0,1.28,0.08,0.83,2.03,Neutral
0,0,0,0,0,0.22,0.58,0,0,0,0,0,1.0,0.58,0.78,1.2,Negative
0,0,0,0,0,0.17,0,0,0,0,0,0,0.4,0.23,1.43,1.6,Negative
0,0,0.25,0.53,0.18,0.15,0,0,0,0,0,0,0.5,0.37,1.5,1.63,Negative
1.18,0.07,0.67,0,0.49,0.2,0,0,0,0,0,0,1.3,0.2,1.39,2.49,Negative
0,0,0,0,0,1.03,0.73,0,0.35,0.35,0.35,0,1.38,1.08,0.73,1.03,Negative
0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0.17,2.11,Negative
0,0,0,0.6,0,0,1.34,0,0,0.9,0,0,1.18,1.34,1.55,1.4,Negative
0.21,0,0,0,0,0,2.55,0,0,0,0,0,0.33,2.55,2.55,0.33,Negative
0.33,0,0,0.12,0.33,0.87,0.55,0,0,0.55,0,0,0.27,1.42,2.13,0.98,Negative
0,0,0.9,0.36,0.9,0.28,0,0,0,0,0,0,0.94,0.28,1.08,1.74,Negative
0,0,0,0.65,0,2.19,0,0,0,0,0,0,0,2.19,2.88,0.7,Negative
0,0,0,0.48,0.93,0,1.11,0,0,0,0,0,0.93,1.11,1.59,1.42,Negative
0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0.45,2.57,2.41,Negative
0.47,0,0,0,0,0.33,0,0,0,0,0,0,0.32,1.03,1.98,1.27,Negative
0,0,0,1.02,0,0.48,0.85,0,0,0,0,0,0.33,1.21,2.16,1.27,Negative
0,0,0,0,0,2.04,0.33,0,0,0,0,0,2.57,2.37,0,0.2,Negative
0,0,0,0,0,2.31,0,0,0,0,0,0,0,0.37,2.95,2.58,Negative
0,0,0,0,0,0.66,0.7,0.18,0.47,0.95,0.47,0.18,0.33,1.51,1.9,0.73,Negative
0,0,0,0.71,0.16,0,0.24,0,0,0,0,0,1.64,0.24,1.53,2.93,Negative
0,0,0,0,0,0.38,0.73,0,0,0,0,0,0.07,1.1,1.22,0.19,Negative
0,0,0,0.95,0,0.96,0,0,0,0,0,0,0.95,1.93,1.93,0.95,Negative
0,0,0,0.12,0.93,0,0,0,0,0,0,0,2.03,0,0,2.03,Negative
0,0,0,0.32,0,0.39,0.9,0,0.3,0.53,0.3,0,0.83,1.43,1.82,1.22,Negative
0,0,0,0,0,0.15,0,0.15,2.1,2.31,2.1,0.15,0.38,2.48,2.25,0.15,Negative
0.19,0,0,0,0,1.28,0.9,0,0.9,0.32,0.6,0.17,0.35,1.48,2.25,1.12,Negative
0,0,0,0,0.43,0.6,0,0,0,0,0,0,0.82,0.42,1.19,1.59,Negative
0,0,0,0,0,1.17,0,0,0,0,0,0,0,1.95,3.27,1.32,Negative
0.37,0,0.37,0.33,0,1.13,0,0,0,0,0,0,0,1.41,3.01,1.6,Negative
0,0,0.22,0,0.45,0,1.4,0,0.63,0,0,0,0.21,1.83,2.55,0.93,Negative
0,0,0,0.95,0,0.33,0.81,0,0,0,0,0,0.77,1.11,2.2,1.87,Negative
0,0,0,0,0,3.02,0,0,0,0,0,0,0.47,2.5,2.55,0.52,Negative
0,0,0,0,0,2.98,0,0,0,0,0,0,0,1.39,2.98,1.59,Negative
0.13,0,0.13,0,0.13,1.6,0,0,0,0,0,0,0.13,1.6,2.99,1.53,Negative
0,0,0,0,0,0.72,0,1.18,0.46,2.43,0.46,0.53,0.25,2.43,3.46,1.28,Negative
0,0,0,1.03,0.89,0,0.2,0,0,0,0,0,1.77,0.2,1.98,3.55,Negative
0,0,0,0,0,0.1,0.72,0,0.16,0.37,0.16,0,0,0.96,0.96,0,Negative
0,0,0,0.77,0.16,0.52,0.46,0,0,0,0,0,1.37,0.67,2.02,2.72,Negative
0,0,0,0,0,1.38,1.0,0,0,0,0,0,1.7,2.38,1.0,0.32,Negative
0,0,0,1.55,0.72,0,0,0,0,0,0,0,1.27,0,1.55,2.82,Negative
0,0,0,0.8,0,0.5,0,0,0,0.7,0,0,1.13,1.2,1.37,1.31,Negative
1.03,0,0,0,0,0.47,0.66,0,0,0,0,0,1.5,0.66,0.83,1.67,Negative
0.18,0,0.15,0.17,0.38,0,1.42,0,0.67,0,0.25,0,0,1.42,2.3,0.88,Negative
0.22,0,0.22,0.87,0,0.68,0,0,0,0,0,0,1.08,0,1.08,2.16,Negative
0,0,0,0,0,0.68,0,0,0,0,0,0,0,0.68,2.73,2.05,Negative
0,0.23,0,0.95,0,0.57,0.77,0,0,0,0,0,0.52,0.77,2.0,1.75,Negative
0,0,0,1.05,0.38,0.32,0,0,0,0,0,0,0.7,0,1.72,2.42,Negative
0,0,0,0,0.48,0.78,0.68,0,0,0,0,0,0.17,0.68,2.36,1.85,Negative
0,0,0.3,0,0.45,0.65,0.48,0,0,0,0,0,0,1.13,2.48,1.35,Negative
0,0,0,0,0,2.24,0,0,0,0,0,0,0.18,2.24,0,0.18,Negative
0.2,0,0.2,1.67,0,0.37,0,0,0,0,0,0,0.97,0,1.75,2.72,Negative
0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,2.85,2.85,Negative
0,0,0,0.14,0,0.86,0.39,0,0,0.28,0,0,0.24,1.25,2.3,1.29,Negative
0.18,0,0.2,0.15,0.8,0.99,0,0,0,0,0,0,0.99,0.99,1.95,1.95,Negative
0,0,0,0.09,0,0.13,0.42,0,0.09,0,0,0,0,0.56,0.72,0.33,Negative
0.32,0.07,0.42,0,0.32,0,0.72,0,0.72,0,0,0,0.89,1.17,1.56,1.28,Negative
0,0,0,0,0,1.6,0.6,0,0,0,0,0,1.0,1.95,1.52,0.56,Negative
0.78,0,0,0,0,0.15,0,0,0,0,0,0,1.91,0.15,0.38,2.17,Negative
0,0,0,0,0,0.58,0.75,0,0,0.75,0,0,0.83,1.33,1.33,0.83,Positive
0,0,0,0,0.25,0.65,1.0,0.2,0,0.2,0,0,0.58,1.85,1.52,0.25,Positive
0,0,0,0.77,0,0.68,0.92,0,0,0,0,0,2.27,0.92,0.28,1.63,Positive
0,0,0,0,0,0.4,0,0,0,0,0,0,0.22,1.42,2.36,1.15,Positive
0.4,0,0.4,0.28,0.4,1.02,0.13,0,0,0,0,0,0,1.18,2.66,1.48,Positive
0.5,0,0.5,0.22,0,1.67,0.13,0,0,0,0,0,0.22,0.85,2.29,1.66,Positive
0.31,0,0.31,0.18,0,2.25,0,0,0,0,0,0,0.08,1.47,2.9,1.51,Positive
0,0,0.08,0,0.08,0.81,0.97,0,0.18,0,0,0,0.56,1.57,1.59,0.58,Positive
0.27,0,0,0,1.06,1.02,0,0,0,0,0,0,1.53,1.29,2.1,2.34,Positive
0,0,0,0.19,0,0.21,0.3,0,0,0,0,0,0.12,0.51,0.57,0.19,Positive
0.86,0,0,0,0.47,0.16,0,0,0,0,0,0,1.32,0.16,0.9,2.06,Positive
0,0,0,0,0,1.98,0.53,0,0,0,0,0,1.33,2.52,1.19,0,Positive
1.32,0,0,0,2.01,0.52,0,0,0,0,0,0,2.01,0.05,0.52,2.53,Positive
0,0,0,0.51,0,0,0,0,1.18,1.18,1.18,0,1.6,1.35,0.51,0.75,Neutral
0,0,0,0.84,0,0.24,1.42,0,1.42,0,0,0,2.74,1.42,0.33,1.66,Neutral
0,0,0,0.31,0.57,0.19,0,0,0.48,0.48,0.11,0,1.21,0.67,0.48,1.02,Neutral
0,0,0,0,0,0.26,1.13,0,0,0,0,0,1.99,1.56,0.17,0.6,Neutral
0.56,0,0.17,0.27,0,0.2,0.32,0,0,0,0,0,0.73,1.03,1.03,0.89,Negative
0.18,0,0.18,0.2,0.97,0,0,0,0,0,0,0,2.49,0,0.2,2.69,Negative
0,0,0,0.55,0,0.55,0.33,0,0.33,0,0,0,0.82,1.02,0.92,0.72,Negative
0,0,0,0,0,0.32,1.07,0,0.67,0,0,0,0.95,1.38,0.82,0.55,Negative
0.18,0,0,1.48,0.35,0.17,0,0,0,0,0,0,0,1.48,2.01,0.53,Negative
0,0,0,0.35,0.72,0.35,0,0,0,0,0,0,0,0.63,1.97,1.34,Negative
0,0,0,0.18,0,1.46,0,0,0,0,0,0,0.7,1.97,1.46,0.18,Negative
0,0,0.6,0.74,0.39,0,0,0,0,0,0,0,0,1.23,2.38,1.15,Negative
0,0,0,0.8,0,0.6,0.6,0,0.76,0,0.16,0,0,2.01,2.01,0,Negative
0,0,0,0,1.22,0,0,0,0,0,0,0,0.99,0.15,1.38,2.22,Negative
0,0,0,0,0,0,0.39,0,0.17,0,0,0,0,0.68,0.68,0,Negative
0,0,0,0.35,0,2.4,0,0,0,0,0,0,1.47,2.75,1.29,0,Negative
0.18,0,0.92,0,1.23,0,0,0,0,0,0,0,1.42,0,0.92,2.34,Negative
0,0,0,1.65,0,1.17,0,0,0,0,0,0,0.23,0,1.42,1.65,Negative
0,0,0,1.4,0,1.76,0,0,0,0,0,0,0.17,0.81,2.06,1.42,Negative
0,0,0,0.64,0,0.49,0.5,0,0.5,0,0,0,0.08,1.22,1.53,0.31,Negative
0,0,0,0.53,0,0.27,0,0,0,0,0,0,0.87,0.13,1.38,2.12,Negative
0,0,0,0,0,0.28,0.23,0,0.08,0,0.01,0,0,0.53,0.78,0.25,Negative
0,0,0,0,0,1.99,0,0,0,0,0,0,0,1.99,1.99,0,Negative
0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0.22,1.98,Negative
0,0,0,0,0,0.28,0.8,0,0.8,0,0,0,0.2,1.16,2.42,1.47,Negative
0,0,0,0,0,0,0.75,0.63,2.0,1.42,1.42,0,0,2.44,2.58,0.13,Negative
0,0,0,0.49,0,2.46,0,0,0,0,0,0,0,2.31,2.46,0.14,Negative
0,0,0,0,0,2.33,0,0,0,0,0,0,0.01,2.33,2.81,0.49,Negative
0,0,0,1.74,0,0.65,0,0,0,0,0,0,0,1.74,2.54,0.8,Negative
0.23,0,0.57,0,0.25,0.08,0.07,0,0,0,0,0,0,1.07,2.05,1.07,Negative
0,0,0,0.38,0.57,0.75,0.33,0,0.33,0,0,0,0.57,1.08,2.1,1.58,Negative
0,0,0,0.83,0.31,2.49,0,0,0,0,0,0,0,2.32,2.8,0.48,Negative
0.13,0,0,2.08,0,2.9,0,0,0,0,0,0,0,2.9,3.13,0.23,Negative
0,0,0,0.39,0.38,0.39,0.44,0,0.43,0,0,0,0.09,0.83,1.98,1.24,Negative
0,0,0,3.32,0,2.87,0,0,0,0,0,0,3.32,2.87,0.11,0.57,Negative
0,0,0,0,0,0,0.21,0,0.08,0,0,0,0,0.29,0.29,0,Negative
0,0,0.11,0.27,0.11,0.63,0,0,0,0,0,0,0.2,0.57,2.25,1.62,Negative
0.22,0,0.38,0,2.18,0,0,0,0,0,0,0,2.12,0,0.55,2.67,Negative
0,0,0,0.29,0,0.28,0.58,0,1.92,0,0,0,0.5,1.92,1.92,0.51,Positive
0,0,0,0.2,0,0.2,1.52,0.22,1.52,0.43,0,0.22,0.42,2.1,1.88,0.2,Positive
0,0,0,2.26,0,2.26,0,0,0,0,0,0,0,0,0.07,2.32,Positive
0,0,0,1.27,0,1.81,0,0,0,0,0,0,0.55,0.4,1.81,1.96,Positive
0,0,0,1.62,0.5,1.62,0,0,0,0,0,0,0.23,0,2.19,2.42,Positive
0,0,0,1.37,0.01,0,0.48,0,0.2,0,0,0,0,0.48,0.5,1.38,Positive
0,0,0,0,0,0.23,1.64,0,1.64,0,0,0,0,1.88,2.33,0.45,Positive
0,0,0,0.27,0,2.85,0,0,0,0,0,0,0,2.58,2.58,0.27,Positive
0,0,0,0.33,0,0.33,0,0,1.36,1.26,1.36,0,0.15,1.51,2.21,0.85,Positive
0,0,0,0.09,0,0.31,0.97,0,0.66,0,0,0,0,1.61,1.7,0.09,Positive
0.13,0,0.28,0.33,0.78,0.23,0.33,0,0,0,0,0,0.94,0.33,1.72,2.33,Positive
0,0,0,0,0,0.93,0.82,0,0.82,0,0,0,0.52,1.97,1.87,0.42,Positive
0,0,0,0.07,0,0.07,0,0,0,0,0,0,2.38,0.05,0.12,2.45,Positive
0,0,0,0.78,0,0.33,0.48,0,0.3,0,0,0,0,0.48,1.6,1.12,Neutral
0,0,0,0.1,0,0.25,1.75,0,1.75,0,0,0,0.25,1.75,1.75,0.25,Neutral
0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.4,0.9,0.5,Neutral
0,0,0,0,0,1.82,0.23,0,0.23,0,0,0,0,0.23,2.05,1.82,Neutral
0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,1.77,1.77,Neutral
0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.83,1.83,Neutral
0,0,0,0.12,0.96,0,0.73,0,0,0,0,0,0.12,0.73,1.7,1.08,Neutral
0,0,0,0.57,0,0.18,0.88,0,0.77,0,0,0,0,1.0,1.57,0.57,Neutral
0,0,0,0.27,0,1.81,0,0,0,0,0,0,0,1.54,1.81,0.27,Neutral
0,0,0,0,0,1.93,0.17,0,0,0,0,0,0,0.17,2.1,1.93,Neutral
0,0,0,0.83,0,1.17,0,0,0,0,0,0,0,0.15,2.0,1.85,Neutral
0,0,0,0,0.4,0,0.42,0,0,0,0,0,0.2,0.78,1.18,0.6,Neutral
0,0,0,0,0,2.54,0,0,0,0,0,0,0.13,0,2.4,2.54,Neutral
0,0,0,0,0,0,0.42,0,0.15,0,0,0,0,0.42,0.42,0,Neutral
0,0,0,0,0,1.07,0.48,0,0,0,0,0,0.8,2.02,1.22,0,Neutral
0,0,0,0,1.44,0,0.32,0,0.32,0,0,0,0.52,0.32,1.23,1.44,Neutral
0,0,0,0,0,0.82,0,0,0.7,0,0.7,0,0,1.52,1.7,0.18,Negative
0,0,0,0.73,0.12,0.13,0,0,0.22,0.22,0.22,0,0.87,0.82,0.8,0.85,Negative
0,0,0.27,0.3,0,1.33,0,0,0,0,0,0,0,1.33,1.75,0.42,Negative
0,0,0,1.86,0,1.86,0,0,0,0,0,0,0,1.86,1.86,0,Negative
0,0,0.18,1.53,0.04,0,0,0,0,0,0,0,0,0,1.75,1.75,Negative
0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,1.77,1.27,Negative
0,0,0.13,0,0,1.75,0,0,0,0,0,0,0,1.75,1.93,0.18,Negative
0,0,0,0,0,1.25,0,0,0,0,0,0,0.59,1.25,1.16,0.49,Negative
0,0,0.17,0.55,0.44,0,0.75,0,0,0,0,0,1.77,1.3,0.43,0.91,Negative
0,0,0,0,0,1.69,0,0,0,0,0,0,1.72,1.69,0.17,0.2,Negative
0.13,0,0.13,0.27,0.13,0.13,1.72,0,0.82,0,0.47,0,1.44,2.31,2.45,1.89,Negative
0.32,0,0.88,0.38,0.38,0.21,1.22,0,0.88,0,0,0,0.26,2.4,4.19,2.05,Negative
0,0,0,0.9,0,2.6,0,0,0,0,0,0,0,0.85,4.29,3.43,Negative
0.17,0,1.22,0.43,0.08,0.26,0.35,0,0.35,0,0,0,0.77,0.35,3.34,3.76,Negative
1.1,0,1.6,0,0,0.3,1.2,0,0,0,0,0,0,1.5,3.65,2.15,Negative
0,0,0,0,0.51,0.35,1.63,0,1.63,0,0,0,0.51,1.98,3.65,2.18,Negative
0,0,0,0.2,0,2.78,1.33,0,0.72,0,0,0,0.4,4.11,4.31,0.6,Negative
0.26,0,0.16,0.58,0,0.43,1.47,0,0.65,0,0,0,0.09,1.9,4.67,2.86,Negative
0,0,0,0.89,0,0.13,0.37,0.07,1.2,0.76,1.03,0.07,0,2.22,3.21,1.29,Negative
0,0,0,0.43,0,0.34,0,0,0,0,0,0,1.95,0.44,1.81,4.65,Negative
0,0,0,0,0,0.32,1.34,0,1.12,0,0.1,0,0,2.38,2.45,0,Negative
0,0,0,0.68,0.17,1.52,1.47,0,1.47,0,0,0,0.9,3.04,2.99,0.85,Negative
0.18,0,0,0,3.64,0,0,0,0,0,0,0,4.13,0,0.4,4.53,Negative
0,0,0,0.48,0,0,0.83,0,0.83,0,0,0,0.83,0.83,0.83,0.83,Negative
0,0,0,0.36,0,0.18,0.1,0,0.98,0.98,0.98,0,0.82,1.27,1.08,0.63,Negative
0.17,0,0,0,0.22,0,0.96,0,0.95,0,0,0,0.17,0.96,1.51,0.72,Negative
0,0,0,0.22,0,0.75,0,0,0,0,0,0,0.87,0.75,0.75,0.87,Negative
0.13,0,0.13,0,0,1.47,0,0,0,0,0,0,0.13,1.47,1.7,0.37,Negative
0,0,0.65,0,0.88,0.42,0,0,0,0,0,0,0.42,0.42,0.98,0.98,Negative
